scene,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url
S1A_IW_GRDH_1SDV_20260209T203715_20260209T203744_063147_07ED35_067E,15404,16969,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vv.tif,Passenger,15403,16973,15405,16965,15372,16937,15436,17001,81.4692154,136.24620718127912,-1.92787799726775,,,,,,525101087,,,,,,,,,,,,,SABUK NUSANTARA 81,PASSENGER,68.5,,Passenger,,,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.tif,Passenger_x15404_y16969_vh.tif,Passenger_x15404_y16969_vv.png,Passenger_x15404_y16969_vh.png,Passenger_x15404_y16969_vv.png,Passenger_x15404_y16969_vh.png,VV,VH,VV,"VV,VH",matched,2,858c829d0-0663-06ec-a3d6-71ddb8312027,525101087,SABUK NUSANTARA 81,IDN,YCFF2,,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2018-04-18T06:12:10Z,2026-06-03T23:57:22Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,8.14692154,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,189.1999969482422,S1A_IW_GRDH_1SDV_20260209T203715_20260209T203744_063147_07ED35_067E;136.2462070;-1.9278780,1770669450,0.020148224824777027,,,,,,9816957,,,ShipInfo MMSI/IMO exact match,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,https://shipinfo.net/vessels_map_imo_9816957,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,Universitas Hasanuddin thesis table for Sabuk Nusantara 81 LOA,https://repository.unhas.ac.id/35412/3/P092211006_tesis_20-02-2024%20Dapus.pdf
S1A_IW_GRDH_1SDV_20260203T212835_20260203T212900_063060_07E9F3_927D,15467,4446,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vv.tif,Passenger,15467,4453,15467,4439,15435,4414,15499,4478,137.177475,122.43828831605278,-7.888982665626877,,,,,,525005015,,,,,,,,,,,,,KM TIDAR,PASSENGER,,,Passenger,14501,,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.tif,Passenger_x15467_y4446_vh.tif,Passenger_x15467_y4446_vv.png,Passenger_x15467_y4446_vh.png,Passenger_x15467_y4446_vv.png,Passenger_x15467_y4446_vh.png,VV,VH,VV,"VV,VH",matched,2,9bf1fae51-1045-106d-f2fa-e1171400a0db,525005015,KM TIDAR,IDN,YECN,8700292,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-01-01T00:26:39Z,2026-06-03T23:26:13Z,registry_ssvid_exact,525005015,TIDAR,IDN,8700292,,,,14501,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,13.717747499999998,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,181.6999969482422,S1A_IW_GRDH_1SDV_20260203T212835_20260203T212900_063060_07E9F3_927D;122.4382880;-7.8889830,1770154128,0.05093329041578187,,,,GFW registryInfo.tonnageGt,,8700292,14501,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260219T205511_20260219T205536_063293_07F2AC_3ED7,15627,20079,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vv.tif,Passenger,15629,20078,15625,20080,15595,20047,15659,20111,41.0941277,131.02289672365245,-7.62585620971566,,,,,,525101077,,,,,,,,,,,,,SABUK NUSANTARA 103,PASSENGER,,,Passenger,,,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.tif,Passenger_x15627_y20079_vh.tif,Passenger_x15627_y20079_vv.png,Passenger_x15627_y20079_vh.png,Passenger_x15627_y20079_vv.png,Passenger_x15627_y20079_vh.png,VV,VH,VV,"VV,VH",matched,2,dea0535ba-a8e2-071f-72da-b9d5fa6e0108,525101077,SABUK NUSANTARA 103,IDN,YCDL2,9813773,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2023-04-09T02:02:19Z,2026-06-03T23:57:55Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,4.1094127700000005,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,67.0,S1A_IW_GRDH_1SDV_20260219T205511_20260219T205536_063293_07F2AC_3ED7;131.0228970;-7.6258560,1771534524,0.03835887899942934,,,,,,9813773,,,GFW selfReportedInfo.imo,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840,15796,12270,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vv.tif,Passenger,15797,12267,15795,12273,15764,12238,15828,12302,59.0757294,103.34519498457864,0.9858800845290118,,,,,,525015053,,,,,,,,,,,,,KMP.TELUK SINGKIL,PASSENGER,,,Passenger,595,,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.tif,Passenger_x15796_y12270_vh.tif,Passenger_x15796_y12270_vv.png,Passenger_x15796_y12270_vh.png,Passenger_x15796_y12270_vv.png,Passenger_x15796_y12270_vh.png,VV,VH,VV,"VV,VH",matched,2,1253078d2-24ec-cc2c-84d7-0e7268ba346e,525015053,KMP.TELUK SINGKIL,IDN,YFVL,8673231,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2017-06-06T07:00:01Z,2026-06-03T23:57:59Z,registry_ssvid_exact,525015053,TELUKSINGKIL,IDN,8673231,,,,595,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,5.90757294,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,9.800000190734863,S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840;103.3451950;0.98588000,1773314737,0.009554305457653497,,,,GFW registryInfo.tonnageGt,,8673231,595,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17,1602,9166,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vv.tif,Passenger,1600,9167,1604,9165,1570,9134,1634,9198,48.1453934,134.37395575059668,-5.479107658758545,,,,,,525016705,,,,,,,,,,,,,KM.SABUK NUSANTARA32,PASSENGER,,,Passenger,1202,,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.tif,Passenger_x1602_y9166_vh.tif,Passenger_x1602_y9166_vv.png,Passenger_x1602_y9166_vh.png,Passenger_x1602_y9166_vv.png,Passenger_x1602_y9166_vh.png,VV,VH,VV,"VV,VH",matched,1,512ed4525-599a-e2b4-cf6f-dcdf7b198053,525016705,KM.SABUK NUSANTARA32,IDN,POHI,9642760,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-01-06T10:31:31Z,2026-05-22T01:38:32Z,registry_ssvid_exact,525016705,SABUKNUSANTARA32,IDN,9642760,,,,1202,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,4.8145393400000005,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,232.8000030517578,S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17;134.3739560;-5.4791080,1770974418,0.04692388308213843,,,,GFW registryInfo.tonnageGt,,9642760,1202,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260204T220905_20260204T220930_063075_07EA7C_1906,16034,19180,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vv.tif,Passenger,16037,19172,16031,19188,16002,19148,16066,19212,168.431961,112.7257528642716,-6.915933791426872,,,,,,525005256,,,,,,,,,,,,,DHARMA RUCITRA 1,PASSENGER,,,Passenger,6698,,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.tif,Passenger_x16034_y19180_vh.tif,Passenger_x16034_y19180_vv.png,Passenger_x16034_y19180_vh.png,Passenger_x16034_y19180_vv.png,Passenger_x16034_y19180_vh.png,VV,VH,VV,"VV,VH",matched,1,c4c967899-9051-6375-6b2d-df40024085b7,525005256,DHARMA RUCITRA 1,IDN,JZMG,8921767,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2014-04-10T09:45:04Z,2026-06-03T10:50:42Z,registry_ssvid_exact,525005256,DHARMARUCITRA1,IDN,8921767,,,,6698,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,16.8431961,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,20.600000381469727,S1A_IW_GRDH_1SDV_20260204T220905_20260204T220930_063075_07EA7C_1906;112.7257530;-6.9159340,1770242958,0.027610846850384944,,,,GFW registryInfo.tonnageGt,,8921767,6698,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,16330,18657,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vv.tif,Passenger,16323,18660,16337,18654,16298,18625,16362,18689,157.766052,112.75317842036588,-6.868603635385661,,,,,,525005046,,,,,,,,,,,,,KM DOROLONDA,PASSENGER,,,Passenger,14685,,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.tif,Passenger_x16330_y18657_vh.tif,Passenger_x16330_y18657_vv.png,Passenger_x16330_y18657_vh.png,Passenger_x16330_y18657_vv.png,Passenger_x16330_y18657_vh.png,VV,VH,VV,"VV,VH",matched,2,11998b3cb-ba97-4441-f984-85722fb83661,525005046,KM DOROLONDA,IDN,YGQN,9226487,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-01-01T00:27:35Z,2026-06-03T23:59:55Z,registry_ssvid_exact,525005046,DOROLONDA,IDN,9226487,,,,14685,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,15.7766052,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,248.8000030517578,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC;112.7531780;-6.8686040,1771279757,0.0616229195044264,,,,GFW registryInfo.tonnageGt,,9226487,14685,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260212T101825_20260212T101850_063184_07EE91_7FEA,16498,15218,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vv.tif,Passenger,16498,15216,16498,15220,16466,15186,16530,15250,39.6193581,120.765234737583,-3.474737929516336,,,,,,525019434,,,,,,,,,,,,,KMP MERAK          0,PASSENGER,,,Passenger,862,,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.tif,Passenger_x16498_y15218_vh.tif,Passenger_x16498_y15218_vv.png,Passenger_x16498_y15218_vh.png,Passenger_x16498_y15218_vv.png,Passenger_x16498_y15218_vh.png,VV,VH,VV,"VV,VH",matched,1,c07f42729-975c-4895-c8b4-7d62d01f7387,525019434,KMP MERAK          0,IDN,YBQQ,7033537,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2014-11-04T17:11:42Z,2026-05-03T02:03:08Z,registry_ssvid_exact,525019434,MERAK,IDN,7033537,,,,862,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,3.96193581,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,0.0,S1A_IW_GRDH_1SDV_20260212T101825_20260212T101850_063184_07EE91_7FEA;120.7652350;-3.4747380,1770891518,0.030161893224801194,,,,GFW registryInfo.tonnageGt,,7033537,862,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,1658,8586,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vv.tif,Passenger,1653,8587,1663,8585,1626,8554,1690,8618,99.2611313,124.0158304852078,-5.038577553101636,,,,,,525005001,,,,,,,,,,,,,KM.CIREMAI,PASSENGER,,,Passenger,14581,,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.tif,Passenger_x1658_y8586_vh.tif,Passenger_x1658_y8586_vv.png,Passenger_x1658_y8586_vh.png,Passenger_x1658_y8586_vv.png,Passenger_x1658_y8586_vh.png,VV,VH,VV,"VV,VH",matched,3,0f2a9b429-91d8-6ce3-abe8-fbb17afc2514,525005001,KM.CIREMAI,IDN,YEUP,9032135,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-01-02T17:35:06Z,2026-06-03T23:59:54Z,registry_ssvid_exact,525005001,CIREMAI,IDN,9032135,,,,14581,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,9.926113130000001,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,252.5,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736;124.0158300;-5.0385780,1770026502,0.073197180895709,,,,GFW registryInfo.tonnageGt,,9032135,14581,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260224T210149_20260224T210214_063366_07F57B_C945,16688,6378,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vv.tif,Passenger,16687,6378,16689,6378,16656,6346,16720,6410,25.8288059,130.31883926853314,-0.5848566133614249,,,,,,525600798,,,,,,,,,,,,,AQUA BLU,PASSENGER,,,Passenger,,,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.tif,Passenger_x16688_y6378_vh.tif,Passenger_x16688_y6378_vv.png,Passenger_x16688_y6378_vh.png,Passenger_x16688_y6378_vv.png,Passenger_x16688_y6378_vh.png,VV,VH,VV,"VV,VH",matched,2,a94b70e91-195f-b534-e58e-6bcb9b48c5e1,525600798,AQUA BLU,IDN,YCWM2.,4902921,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2020-02-29T08:50:07Z,2026-06-03T23:11:41Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,2.58288059,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,279.0,S1A_IW_GRDH_1SDV_20260224T210149_20260224T210214_063366_07F57B_C945;130.3188390;-0.5848570,1771966922,0.05234347280773805,,,,,,4902921,,,GFW selfReportedInfo.imo,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C,16833,9765,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vv.tif,Passenger,16831,9765,16835,9765,16801,9733,16865,9797,30.9041042,115.87897493338411,-8.65779189249597,,,,,,525005141,,,,,,,,,,,,,KMP NUSA BHAKTI,PASSENGER,,,Passenger,673,,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.tif,Passenger_x16833_y9765_vh.tif,Passenger_x16833_y9765_vv.png,Passenger_x16833_y9765_vh.png,Passenger_x16833_y9765_vv.png,Passenger_x16833_y9765_vh.png,VV,VH,VV,"VV,VH",matched,2,edf92d3fe-e262-a21e-1c5e-6048f4e74eef,525005141,KMP NUSA BHAKTI,IDN,YDJW,8824189,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,PASSENGER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2017-02-14T08:02:36Z,2026-06-03T23:59:56Z,registry_ssvid_exact,525005141,NUSABHAKTI,IDN,8824189,,,,673,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,3.09041042,,,,,,,,,,,,,,,,,not_run_for_passenger,,,,,,exact_scene_position_match,279.5,S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C;115.8789750;-8.6577920,1771152103,0.014018624888242638,,,,GFW registryInfo.tonnageGt,,8824189,673,,GFW selfReportedInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
